2017-06-30 16:21:48.986380: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986422: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986429: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986433: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986437: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:49.366665: I tensorflow/core/common_runtime/gpu/gpu_device.cc:887] Found device 0 with properties: 
name: Tesla K40m
major: 3 minor: 5 memoryClockRate (GHz) 0.8755
pciBusID 0000:81:00.0
Loss: 10.3528
Accuracy: 1.0
Independent Test set: 0.9695
Iteration: 1112100
Loss: 6.15623
Accuracy: 0.96
Iteration: 1112200
Loss: 4.52306
Accuracy: 0.96
Iteration: 1112300
Loss: 6.43207
Accuracy: 1.0
Iteration: 1112400
Loss: 10.9732
Accuracy: 0.92
Iteration: 1112500
Loss: 9.54361
Accuracy: 1.0
Independent Test set: 0.9692
Iteration: 1112600
Loss: 12.6012
Accuracy: 0.96
Iteration: 1112700
Loss: 7.13754
Accuracy: 0.96
Iteration: 1112800
Loss: 8.31409
Accuracy: 1.0
Iteration: 1112900
Loss: 13.9501
Accuracy: 0.92
Iteration: 1113000
Loss: 11.8212
Accuracy: 1.0
Independent Test set: 0.968
Iteration: 1113100
Loss: 6.36076
Accuracy: 0.96
Iteration: 1113200
Loss: 7.12055
Accuracy: 1.0
Iteration: 1113300
Loss: 12.2752
Accuracy: 1.0
Iteration: 1113400
Loss: 7.12793
Accuracy: 0.96
Iteration: 1113500
Loss: 7.31317
Accuracy: 1.0
Independent Test set: 0.9686
Iteration: 1113600
Loss: 7.59156
Accuracy: 0.96
Iteration: 1113700
Loss: 9.34729
Accuracy: 0.92
Iteration: 1113800
Loss: 12.7647
Accuracy: 1.0
Iteration: 1113900
Loss: 14.8071
Accuracy: 0.92
Iteration: 1114000
Loss: 6.19451
Accuracy: 1.0
Independent Test set: 0.9684
Iteration: 1114100
Loss: 8.11135
Accuracy: 1.0
Iteration: 1114200
Loss: 5.63478
Accuracy: 1.0
Iteration: 1114300
Loss: 14.9482
Accuracy: 0.96
Iteration: 1114400
Loss: 5.88655
Accuracy: 1.0
Iteration: 1114500
Loss: 8.07463
Accuracy: 0.96
Independent Test set: 0.9687
Iteration: 1114600
Loss: 4.33961
Accuracy: 1.0
Iteration: 1114700
Loss: 3.36865
Accuracy: 1.0
Iteration: 1114800
Loss: 6.47802
Accuracy: 1.0
Iteration: 1114900
Loss: 7.82797
Accuracy: 1.0
Iteration: 1115000
Loss: 8.02764
Accuracy: 1.0
Independent Test set: 0.9683
Iteration: 1115100
Loss: 10.4161
Accuracy: 0.96
Iteration: 1115200
Loss: 5.05466
Accuracy: 0.96
Iteration: 1115300
Loss: 10.0241
Accuracy: 1.0
Iteration: 1115400
Loss: 9.58883
Accuracy: 1.0
Iteration: 1115500
Loss: 3.24389
Accuracy: 1.0
Independent Test set: 0.969
Iteration: 1115600
Loss: 9.50283
Accuracy: 1.0
Iteration: 1115700
Loss: 5.68169
Accuracy: 1.0
Iteration: 1115800
Loss: 5.60153
Accuracy: 1.0
Iteration: 1115900
Loss: 12.7808
Accuracy: 0.96
Iteration: 1116000
Loss: 10.737
Accuracy: 1.0
Independent Test set: 0.9708
Iteration: 1116100
Loss: 8.31456
Accuracy: 1.0
Iteration: 1116200
Loss: 5.23842
Accuracy: 1.0
Iteration: 1116300
Loss: 12.1303
Accuracy: 0.92
Iteration: 1116400
Loss: 10.5817
Accuracy: 0.96
Iteration: 1116500
Loss: 9.02281
Accuracy: 1.0
Independent Test set: 0.9692
Iteration: 1116600
Loss: 13.8404
Accuracy: 0.96
Iteration: 1116700
Loss: 6.70287
Accuracy: 1.0
Iteration: 1116800
Loss: 12.4312
Accuracy: 0.96
Iteration: 1116900
Loss: 7.30076
Accuracy: 1.0
Iteration: 1117000
Loss: 3.45871
Accuracy: 1.0
Independent Test set: 0.9694
Iteration: 1117100
Loss: 12.8437
Accuracy: 0.96
Iteration: 1117200
Loss: 6.28534
Accuracy: 1.0
Iteration: 1117300
Loss: 9.28803
Accuracy: 1.0
Iteration: 1117400
Loss: 11.301
Accuracy: 0.96
Iteration: 1117500
Loss: 6.78648
Accuracy: 1.0
Independent Test set: 0.9688
Iteration: 1117600
Loss: 5.56039
Accuracy: 1.0
Iteration: 1117700
Loss: 8.47894
Accuracy: 0.96
Iteration: 1117800
Loss: 12.3252
Accuracy: 0.96
Iteration: 1117900
Loss: 14.2658
Accuracy: 0.96
Iteration: 1118000
Loss: 6.75905
Accuracy: 1.0
Independent Test set: 0.9687
Iteration: 1118100
Loss: 11.3946
Accuracy: 1.0
Iteration: 1118200
Loss: 16.7493
Accuracy: 0.96
Iteration: 1118300
Loss: 9.23573
Accuracy: 0.96
Iteration: 1118400
Loss: 16.1062
Accuracy: 0.92
Iteration: 1118500
Loss: 12.9421
Accuracy: 0.96
Independent Test set: 0.9685
Iteration: 1118600
Loss: 11.3591
Accuracy: 0.96
Iteration: 1118700
Loss: 6.75241
Accuracy: 1.0
Iteration: 1118800
Loss: 12.8464
Accuracy: 0.96
Iteration: 1118900
Loss: 20.0607
Accuracy: 0.88
Iteration: 1119000
Loss: 16.8422
Accuracy: 0.92
Independent Test set: 0.9694
Iteration: 1119100
Loss: 5.4784
Accuracy: 0.96
Iteration: 1119200
Loss: 6.92268
Accuracy: 1.0
Iteration: 1119300
Loss: 11.5902
Accuracy: 0.96
Iteration: 1119400
Loss: 7.66745
Accuracy: 1.0
Iteration: 1119500
Loss: 7.11845
Accuracy: 1.0
Independent Test set: 0.9677
Iteration: 1119600
Loss: 11.6846
Accuracy: 0.92
Iteration: 1119700
Loss: 3.89452
Accuracy: 1.0
Iteration: 1119800
Loss: 4.18019
Accuracy: 1.0
Iteration: 1119900
Loss: 7.21534
Accuracy: 0.96
Iteration: 1120000
Loss: 7.47836
Accuracy: 1.0
Independent Test set: 0.9705
Iteration: 1120100
Loss: 7.05496
Accuracy: 1.0
Iteration: 1120200
Loss: 8.49964
Accuracy: 0.96
Iteration: 1120300
Loss: 6.07902
Accuracy: 1.0
Iteration: 1120400
Loss: 8.0821
Accuracy: 1.0
Iteration: 1120500
Loss: 16.6572
Accuracy: 0.92
Independent Test set: 0.9662
Iteration: 1120600
Loss: 8.95386
Accuracy: 1.0
Iteration: 1120700
Loss: 15.6822
Accuracy: 0.88
Iteration: 1120800
Loss: 7.47925
Accuracy: 0.96
Iteration: 1120900
Loss: 9.18777
Accuracy: 0.96
Iteration: 1121000
Loss: 10.2213
Accuracy: 1.0
Independent Test set: 0.9675
Iteration: 1121100
Loss: 18.299
Accuracy: 0.92
Iteration: 1121200
Loss: 10.9781
Accuracy: 1.0
Iteration: 1121300
Loss: 6.93006
Accuracy: 0.96
Iteration: 1121400
Loss: 7.37521
Accuracy: 1.0
Iteration: 1121500
Loss: 13.279
Accuracy: 0.92
Independent Test set: 0.9679
Iteration: 1121600
Loss: 14.9846
Accuracy: 0.96
Iteration: 1121700
Loss: 8.33116
Accuracy: 1.0
Iteration: 1121800
Loss: 6.51935
Accuracy: 1.0
Iteration: 1121900
Loss: 4.48798
Accuracy: 1.0
Iteration: 1122000
Loss: 5.02079
Accuracy: 1.0
Independent Test set: 0.9692
Iteration: 1122100
Loss: 10.1975
Accuracy: 0.96
Iteration: 1122200
Loss: 2.27133
Accuracy: 1.0
Iteration: 1122300
Loss: 6.61233
Accuracy: 0.96
Iteration: 1122400
Loss: 11.7402
Accuracy: 0.96
Iteration: 1122500
Loss: 18.128
Accuracy: 0.88
Independent Test set: 0.9667
Iteration: 1122600
Loss: 9.65069
Accuracy: 0.96
Iteration: 1122700
Loss: 11.3053
Accuracy: 0.92
Iteration: 1122800
Loss: 13.4332
Accuracy: 0.92
Iteration: 1122900
Loss: 5.07023
Accuracy: 1.0
Iteration: 1123000
Loss: 5.79396
Accuracy: 0.96
Independent Test set: 0.9684
Iteration: 1123100
Loss: 6.49812
Accuracy: 1.0
Iteration: 1123200
Loss: 5.1802
Accuracy: 1.0
Iteration: 1123300
Loss: 9.81116
Accuracy: 1.0
Iteration: 1123400
Loss: 14.3655
Accuracy: 0.92
Iteration: 1123500
Loss: 16.5223
Accuracy: 0.96
Independent Test set: 0.9693
Iteration: 1123600
Loss: 7.39522
Accuracy: 1.0
Iteration: 1123700
Loss: 15.7182
Accuracy: 0.92
Iteration: 1123800
Loss: 14.5954
Accuracy: 0.92
Iteration: 1123900
Loss: 5.24621
Accuracy: 1.0
Iteration: 1124000
Loss: 13.262
Accuracy: 0.96
Independent Test set: 0.9697
Iteration: 1124100
Loss: 5.73486
Accuracy: 1.0
Iteration: 1124200
Loss: 16.7308
Accuracy: 0.96
Iteration: 1124300
Loss: 8.29349
Accuracy: 0.96
Iteration: 1124400
Loss: 7.20747
Accuracy: 0.96
Iteration: 1124500
Loss: 7.66606
Accuracy: 0.96
Independent Test set: 0.9668
Iteration: 1124600
Loss: 9.86361
Accuracy: 0.96
Iteration: 1124700
Loss: 11.9793
Accuracy: 0.96
Iteration: 1124800
Loss: 8.37837
Accuracy: 0.96
Iteration: 1124900
Loss: 4.93596
Accuracy: 1.0
Iteration: 1125000
Loss: 13.7716
Accuracy: 0.96
Independent Test set: 0.9683
Iteration: 1125100
Loss: 12.7933
Accuracy: 0.96
Iteration: 1125200
Loss: 4.12239
Accuracy: 1.0
Iteration: 1125300
Loss: 6.18823
Accuracy: 1.0
Iteration: 1125400
Loss: 15.4841
Accuracy: 0.92
Iteration: 1125500
Loss: 7.36301
Accuracy: 1.0
Independent Test set: 0.9705
Iteration: 1125600
Loss: 7.44659
Accuracy: 1.0
Iteration: 1125700
Loss: 10.2364
Accuracy: 0.96
Iteration: 1125800
Loss: 11.3023
Accuracy: 0.96
Iteration: 1125900
Loss: 12.6996
Accuracy: 0.96
Iteration: 1126000
Loss: 7.55969
Accuracy: 0.96
Independent Test set: 0.9689
Iteration: 1126100
Loss: 8.72673
Accuracy: 0.96
Iteration: 1126200
Loss: 7.6866
Accuracy: 1.0
Iteration: 1126300
Loss: 13.8567
Accuracy: 0.96
Iteration: 1126400
Loss: 5.67805
Accuracy: 1.0
Iteration: 1126500
Loss: 10.8588
Accuracy: 1.0
Independent Test set: 0.9697
Iteration: 1126600
Loss: 4.22934
Accuracy: 1.0
Iteration: 1126700
Loss: 5.25015
Accuracy: 1.0
Iteration: 1126800
Loss: 8.22975
Accuracy: 1.0
Iteration: 1126900
Loss: 5.36987
Accuracy: 1.0
Iteration: 1127000
Loss: 12.5571
Accuracy: 0.92
Independent Test set: 0.9694
Iteration: 1127100
Loss: 5.22122
Accuracy: 1.0
Iteration: 1127200
Loss: 5.59514
Accuracy: 1.0
Iteration: 1127300
Loss: 12.5045
Accuracy: 0.96
Iteration: 1127400
Loss: 12.1727
Accuracy: 0.96
Iteration: 1127500
Loss: 5.48496
Accuracy: 1.0
Independent Test set: 0.9708
Iteration: 1127600
Loss: 11.6478
Accuracy: 0.96
Iteration: 1127700
Loss: 7.64911
Accuracy: 1.0
Iteration: 1127800
Loss: 6.44363
Accuracy: 1.0
Iteration: 1127900
Loss: 7.51979
Accuracy: 1.0
Iteration: 1128000
Loss: 13.5977
Accuracy: 0.92
Independent Test set: 0.9686
Iteration: 1128100
Loss: 5.82421
Accuracy: 1.0
Iteration: 1128200
Loss: 22.8904
Accuracy: 0.88
Iteration: 1128300
Loss: 13.4747
Accuracy: 0.96
Iteration: 1128400
Loss: 5.71257
Accuracy: 1.0
Iteration: 1128500
Loss: 13.3344
Accuracy: 0.96
Independent Test set: 0.9686
Iteration: 1128600
Loss: 8.78111
Accuracy: 0.96
Iteration: 1128700
Loss: 13.8664
Accuracy: 1.0
Iteration: 1128800
Loss: 6.45362
Accuracy: 1.0
Iteration: 1128900
Loss: 12.5316
Accuracy: 0.96
Iteration: 1129000
Loss: 5.74596
Accuracy: 1.0
Independent Test set: 0.9699
Iteration: 1129100
Loss: 11.1213
Accuracy: 1.0
Iteration: 1129200
Loss: 5.30354
Accuracy: 1.0
Iteration: 1129300
Loss: 7.05208
Accuracy: 0.96
Iteration: 1129400
Loss: 14.6862
Accuracy: 0.92
Iteration: 1129500
Loss: 6.09858
Accuracy: 1.0
Independent Test set: 0.969
Iteration: 1129600
Loss: 11.8042
Accuracy: 0.96
Iteration: 1129700
Loss: 8.59211
Accuracy: 1.0
Iteration: 1129800
Loss: 7.78553
Accuracy: 0.96
Iteration: 1129900
Loss: 5.28897
Accuracy: 1.0
Iteration: 1130000
Loss: 6.73682
Accuracy: 0.96
Independent Test set: 0.9684
Iteration: 1130100
Loss: 11.832
Accuracy: 0.96
Iteration: 1130200
Loss: 6.93126
Accuracy: 0.96
Iteration: 1130300
Loss: 3.2128
Accuracy: 1.0
Iteration: 1130400
Loss: 7.52793
Accuracy: 1.0
Iteration: 1130500
Loss: 13.7255
Accuracy: 0.92
Independent Test set: 0.9697
Iteration: 1130600
Loss: 5.03058
Accuracy: 1.0
Iteration: 1130700
Loss: 5.39809
Accuracy: 1.0
Iteration: 1130800
Loss: 9.00017
Accuracy: 0.96
Iteration: 1130900
Loss: 10.6694
Accuracy: 0.96
Iteration: 1131000
Loss: 8.10676
Accuracy: 0.96
Independent Test set: 0.969
Iteration: 1131100
Loss: 5.4649
Accuracy: 0.96
Iteration: 1131200
Loss: 9.0148
Accuracy: 0.96
Iteration: 1131300
Loss: 11.3689
Accuracy: 0.96
Iteration: 1131400
Loss: 4.5432
Accuracy: 1.0
Iteration: 1131500
Loss: 9.18934
Accuracy: 0.96
Independent Test set: 0.969
Iteration: 1131600
Loss: 13.9364
Accuracy: 0.92
Iteration: 1131700
Loss: 9.0268
Accuracy: 0.96
Iteration: 1131800
Loss: 10.6104
Accuracy: 0.96
Iteration: 1131900
Loss: 10.8694
Accuracy: 0.96
Iteration: 1132000
Loss: 5.05362
Accuracy: 1.0
Independent Test set: 0.9699
Iteration: 1132100
Loss: 13.4112
Accuracy: 0.88
Iteration: 1132200
Loss: 10.102
Accuracy: 0.92
Iteration: 1132300
Loss: 3.20302
Accuracy: 1.0
Iteration: 1132400
Loss: 7.91512
Accuracy: 1.0
Iteration: 1132500
Loss: 16.2918
Accuracy: 0.92
Independent Test set: 0.967
Iteration: 1132600
Loss: 7.83684
Accuracy: 1.0
Iteration: 1132700
Loss: 5.73149
Accuracy: 1.0
Iteration: 1132800
Loss: 10.5877
Accuracy: 0.96
Iteration: 1132900
Loss: 6.50783
Accuracy: 0.96
Iteration: 1133000
Loss: 11.5987
Accuracy: 0.92
Independent Test set: 0.9692
Iteration: 1133100
Loss: 13.9294
Accuracy: 0.92
Iteration: 1133200
Loss: 9.74393
Accuracy: 0.96
Iteration: 1133300
Loss: 15.7532
Accuracy: 0.92
Iteration: 1133400
Loss: 4.65258
Accuracy: 0.96
Iteration: 1133500
Loss: 5.56782
Accuracy: 1.0
Independent Test set: 0.9695
Iteration: 1133600
Loss: 8.01854
Accuracy: 0.96
Iteration: 1133700
Loss: 5.58171
Accuracy: 1.0
Iteration: 1133800
Loss: 9.0688
Accuracy: 0.96
Iteration: 1133900
Loss: 11.0796
Accuracy: 0.96
Iteration: 1134000
Loss: 9.3889
Accuracy: 0.96
Independent Test set: 0.9703
Iteration: 1134100
Loss: 12.8544
Accuracy: 0.96
Iteration: 1134200
Loss: 1.30811
Accuracy: 1.0
Iteration: 1134300
Loss: 6.73219
Accuracy: 0.96
Iteration: 1134400
Loss: 10.6551
Accuracy: 0.96
Iteration: 1134500
Loss: 14.981
Accuracy: 0.96
Independent Test set: 0.9687
Iteration: 1134600
Loss: 4.32144
Accuracy: 1.0
Iteration: 1134700
Loss: 10.314
Accuracy: 0.96
Iteration: 1134800
Loss: 16.5245
Accuracy: 0.96
Iteration: 1134900
Loss: 7.76955
Accuracy: 0.96
Iteration: 1135000
Loss: 4.61934
Accuracy: 1.0
Independent Test set: 0.9687
Iteration: 1135100
Loss: 5.97379
Accuracy: 1.0
Iteration: 1135200
Loss: 5.13037
Accuracy: 1.0
Iteration: 1135300
Loss: 3.89779
Accuracy: 1.0
Iteration: 1135400
Loss: 7.90379
Accuracy: 1.0
Iteration: 1135500
Loss: 8.62353
Accuracy: 0.96
Independent Test set: 0.969
Iteration: 1135600
Loss: 7.13447
Accuracy: 0.96
Iteration: 1135700
Loss: 9.64654
Accuracy: 1.0
Iteration: 1135800
Loss: 7.3497
Accuracy: 1.0
Iteration: 1135900
Loss: 13.2371
Accuracy: 0.88
Iteration: 1136000
Loss: 10.5778
Accuracy: 0.96
Independent Test set: 0.9693
Iteration: 1136100
Loss: 10.4492
Accuracy: 0.96
Iteration: 1136200
Loss: 7.704
Accuracy: 0.96
Iteration: 1136300
Loss: 6.79424
Accuracy: 0.96
Iteration: 1136400
Loss: 11.3007
Accuracy: 0.96
Iteration: 1136500
Loss: 13.2273
Accuracy: 0.96
Independent Test set: 0.9675
Iteration: 1136600
Loss: 4.27647
Accuracy: 1.0
Iteration: 1136700
Loss: 14.8621
Accuracy: 0.92
Iteration: 1136800
Loss: 6.40949
Accuracy: 0.96
Iteration: 1136900
Loss: 8.29568
Accuracy: 1.0
Iteration: 1137000
Loss: 13.951
Accuracy: 0.96
Independent Test set: 0.9687
Iteration: 1137100
Loss: 12.2087
Accuracy: 0.92
Iteration: 1137200
Loss: 6.87859
Accuracy: 0.96
Iteration: 1137300
Loss: 7.77231
Accuracy: 1.0
Iteration: 1137400
Loss: 10.5139
Accuracy: 0.96
Iteration: 1137500
Loss: 1.59148
Accuracy: 1.0
Independent Test set: 0.9677
Iteration: 1137600
Loss: 11.7088
Accuracy: 1.0
Iteration: 1137700
Loss: 4.23749
Accuracy: 1.0
Iteration: 1137800
Loss: 10.7355
Accuracy: 1.0
Iteration: 1137900
Loss: 8.44058
Accuracy: 1.0
Iteration: 1138000
Loss: 8.95451
Accuracy: 1.0
Independent Test set: 0.9688
Iteration: 1138100
Loss: 15.0946
Accuracy: 0.96
Iteration: 1138200
Loss: 9.48344
Accuracy: 0.96
Iteration: 1138300
Loss: 5.96928
Accuracy: 1.0
Iteration: 1138400
Loss: 10.0591
Accuracy: 0.96
Iteration: 1138500
Loss: 10.8257
Accuracy: 0.96
Independent Test set: 0.9688
Iteration: 1138600
Loss: 19.2162
Accuracy: 0.88
Iteration: 1138700
Loss: 17.5653
Accuracy: 0.88
Iteration: 1138800
Loss: 3.76757
Accuracy: 1.0
Iteration: 1138900
Loss: 5.49018
Accuracy: 0.96
Iteration: 1139000
Loss: 5.84709
Accuracy: 1.0
Independent Test set: 0.9687
Iteration: 1139100
Loss: 8.97738
Accuracy: 1.0
Iteration: 1139200
Loss: 3.0016
Accuracy: 1.0
Iteration: 1139300
Loss: 6.24206
Accuracy: 1.0
Iteration: 1139400
Loss: 5.95057
Accuracy: 1.0
Iteration: 1139500
Loss: 12.5056
Accuracy: 1.0
Independent Test set: 0.969
Iteration: 1139600
Loss: 4.15136
Accuracy: 1.0
Iteration: 1139700
Loss: 5.09521
Accuracy: 1.0
Iteration: 1139800
Loss: 3.65152
Accuracy: 1.0
Iteration: 1139900
Loss: 8.7346
Accuracy: 0.96
Iteration: 1140000
Loss: 4.37416
Accuracy: 1.0
Independent Test set: 0.9686
Iteration: 1140100
Loss: 11.936
Accuracy: 1.0
Iteration: 1140200
Loss: 15.4203
Accuracy: 0.88
Iteration: 1140300
Loss: 7.93198
Accuracy: 1.0
Iteration: 1140400
Loss: 15.0415
Accuracy: 0.96
Iteration: 1140500
Loss: 16.4642
Accuracy: 0.96
Independent Test set: 0.9692
Iteration: 1140600
Loss: 12.9111
Accuracy: 0.92
Iteration: 1140700
Loss: 9.6571
Accuracy: 0.92
Iteration: 1140800
Loss: 13.0069
Accuracy: 0.92
Iteration: 1140900
Loss: 13.0946
Accuracy: 0.96
Iteration: 1141000
Loss: 5.02352
Accuracy: 1.0
Independent Test set: 0.966
Iteration: 1141100
Loss: 7.08679
Accuracy: 1.0
Iteration: 1141200
Loss: 8.35553
Accuracy: 0.96
Iteration: 1141300
Loss: 18.2865
Accuracy: 0.92
Iteration: 1141400
Loss: 13.3305
Accuracy: 0.92
Iteration: 1141500
Loss: 9.46112
Accuracy: 1.0
Independent Test set: 0.9695
Iteration: 1141600
Loss: 2.9516
Accuracy: 1.0
Iteration: 1141700
Loss: 9.66431
Accuracy: 0.96
Iteration: 1141800
Loss: 7.19255
Accuracy: 1.0
Iteration: 1141900
Loss: 14.3647
Accuracy: 0.92
Iteration: 1142000
Loss: 11.1967
Accuracy: 0.96
Independent Test set: 0.9698
Iteration: 1142100
Loss: 11.6711
Accuracy: 0.92
Iteration: 1142200
Loss: 8.16387
Accuracy: 1.0
Iteration: 1142300
Loss: 3.45521
Accuracy: 1.0
Iteration: 1142400
Loss: 8.98797
Accuracy: 0.96
Iteration: 1142500
Loss: 12.2184
Accuracy: 0.96
Independent Test set: 0.9699
Iteration: 1142600
Loss: 3.90945
Accuracy: 1.0
Iteration: 1142700
Loss: 10.7901
Accuracy: 0.92
Iteration: 1142800
Loss: 7.23239
Accuracy: 1.0
Iteration: 1142900
Loss: 4.68765
Accuracy: 1.0
Iteration: 1143000
Loss: 14.0042
Accuracy: 0.96
Independent Test set: 0.968
Iteration: 1143100
Loss: 8.27881
Accuracy: 0.96
Iteration: 1143200
Loss: 7.22385
Accuracy: 1.0
Iteration: 1143300
Loss: 7.24936
Accuracy: 0.96
Iteration: 1143400
Loss: 6.74729
Accuracy: 1.0
Iteration: 1143500
Loss: 8.7418
Accuracy: 0.96
Independent Test set: 0.9696
Iteration: 1143600
Loss: 5.30861
Accuracy: 1.0
Iteration: 1143700
Loss: 4.61813
Accuracy: 1.0
Iteration: 1143800
Loss: 11.3609
Accuracy: 1.0
Iteration: 1143900
Loss: 10.8572
Accuracy: 0.96
Iteration: 1144000
Loss: 6.56139
Accuracy: 1.0
Independent Test set: 0.9692
Iteration: 1144100
Loss: 5.3607
Accuracy: 1.0
Iteration: 1144200
Loss: 4.96424
Accuracy: 1.0
Iteration: 1144300
Loss: 8.06945
Accuracy: 0.96
Iteration: 1144400
Loss: 6.15614
Accuracy: 0.96
Iteration: 1144500
Loss: 6.82614
Accuracy: 0.96
Independent Test set: 0.9689
Iteration: 1144600
Loss: 4.98131
Accuracy: 1.0
Iteration: 1144700
Loss: 3.39637
Accuracy: 1.0
Iteration: 1144800
Loss: 7.0493
Accuracy: 1.0
Iteration: 1144900
Loss: 7.79386
Accuracy: 0.96
Iteration: 1145000
Loss: 12.1642
Accuracy: 0.92
Independent Test set: 0.9681
Iteration: 1145100
Loss: 7.86401
Accuracy: 1.0
Iteration: 1145200
Loss: 8.72282
Accuracy: 1.0
Iteration: 1145300
Loss: 7.29085
Accuracy: 1.0
Iteration: 1145400
Loss: 12.0354
Accuracy: 0.96
Iteration: 1145500
Loss: 4.73083
Accuracy: 1.0
Independent Test set: 0.9683
Iteration: 1145600
Loss: 5.12689
Accuracy: 1.0
Iteration: 1145700
Loss: 20.1012
Accuracy: 0.92
Iteration: 1145800
Loss: 7.45255
Accuracy: 1.0
Iteration: 1145900
Loss: 5.31652
Accuracy: 1.0
Iteration: 1146000
Loss: 3.5034
Accuracy: 1.0
Independent Test set: 0.9703
Iteration: 1146100
Loss: 14.5554
Accuracy: 0.96
Iteration: 1146200
Loss: 8.33323
Accuracy: 1.0
Iteration: 1146300
Loss: 11.3973
Accuracy: 0.96
Iteration: 1146400
Loss: 6.47936
Accuracy: 1.0
Iteration: 1146500
Loss: 7.91774
Accuracy: 1.0
Independent Test set: 0.9679
Iteration: 1146600
Loss: 7.05929
Accuracy: 1.0
Iteration: 1146700
Loss: 11.27
Accuracy: 0.96
Iteration: 1146800
Loss: 13.4878
Accuracy: 0.92
Iteration: 1146900
Loss: 7.16194
Accuracy: 0.96
Iteration: 1147000
Loss: 2.29829
Accuracy: 1.0
Independent Test set: 0.9701
Iteration: 1147100
Loss: 10.6586
Accuracy: 0.96
Iteration: 1147200
Loss: 9.92894
Accuracy: 0.96
Iteration: 1147300
Loss: 5.92449
Accuracy: 1.0
Iteration: 1147400
Loss: 7.00058
Accuracy: 1.0
Iteration: 1147500
Loss: 11.0287
Accuracy: 0.92
Independent Test set: 0.9701
Iteration: 1147600
Loss: 8.76688
Accuracy: 1.0
Iteration: 1147700
Loss: 11.4143
Accuracy: 0.96
Iteration: 1147800
Loss: 9.78468
Accuracy: 1.0
Iteration: 1147900
Loss: 5.31128
Accuracy: 1.0
Iteration: 1148000
Loss: 7.59028
Accuracy: 0.96
Independent Test set: 0.9704
Iteration: 1148100
Loss: 9.9631
Accuracy: 1.0
Iteration: 1148200
Loss: 8.02625
Accuracy: 0.96
Iteration: 1148300
Loss: 8.23564
Accuracy: 1.0
Iteration: 1148400
Loss: 9.19295
Accuracy: 0.96
Iteration: 1148500
Loss: 16.6841
Accuracy: 0.92
Independent Test set: 0.9697
Iteration: 1148600
Loss: 6.48421
Accuracy: 0.96
Iteration: 1148700
Loss: 8.42736
Accuracy: 0.96
Iteration: 1148800
Loss: 5.03792
Accuracy: 1.0
Iteration: 1148900
Loss: 6.32579
Accuracy: 1.0
Iteration: 1149000
Loss: 16.2057
Accuracy: 0.96
Independent Test set: 0.9709
Iteration: 1149100
Loss: 3.67658
Accuracy: 1.0
Iteration: 1149200
Loss: 4.52991
Accuracy: 1.0
Iteration: 1149300
Loss: 11.6105
Accuracy: 0.96
Iteration: 1149400
Loss: 9.41661
Accuracy: 0.96
Iteration: 1149500
Loss: 6.43527
Accuracy: 1.0
Independent Test set: 0.9694
Iteration: 1149600
Loss: 10.0057
Accuracy: 0.96
Iteration: 1149700
Loss: 12.2945
Accuracy: 0.96
Iteration: 1149800
Loss: 6.57448
Accuracy: 0.96
Iteration: 1149900
Loss: 9.2213
Accuracy: 0.96
Iteration: 1150000
Loss: 7.76863
Accuracy: 1.0
Independent Test set: 0.9704
Iteration: 1150100
Loss: 14.0253
Accuracy: 0.92
Iteration: 1150200
Loss: 6.68692
Accuracy: 1.0
Iteration: 1150300
Loss: 9.38186
Accuracy: 0.96
Iteration: 1150400
Loss: 6.6962
Accuracy: 1.0
Iteration: 1150500
Loss: 8.2688
Accuracy: 0.96
Independent Test set: 0.9696
Iteration: 1150600
Loss: 9.24904
Accuracy: 0.96
Iteration: 1150700
Loss: 10.9481
Accuracy: 0.92
Iteration: 1150800
Loss: 13.8747
Accuracy: 0.96
Iteration: 1150900
Loss: 2.50593
Accuracy: 1.0
Iteration: 1151000
Loss: 6.23595
Accuracy: 1.0
Independent Test set: 0.9699
Iteration: 1151100
Loss: 9.02826
Accuracy: 1.0
Iteration: 1151200
Loss: 9.25397
Accuracy: 1.0
Iteration: 1151300
Loss: 5.89949
Accuracy: 1.0
Iteration: 1151400
Loss: 15.5113
Accuracy: 0.96
Iteration: 1151500
Loss: 6.88203
Accuracy: 0.96
Independent Test set: 0.9696
Iteration: 1151600
Loss: 6.7583
Accuracy: 1.0
Iteration: 1151700
Loss: 16.0988
Accuracy: 0.96
Iteration: 1151800
Loss: 13.3996
Accuracy: 0.92
Iteration: 1151900
Loss: 9.33739
Accuracy: 1.0
Iteration: 1152000
Loss: 16.1614
Accuracy: 0.92
